customer_id,customer_name,city,state,signup_date
924,Jivin Jani,Bengaluru,Karnataka,2025-03-22
925,Devansh Contractor,Bengaluru,Karnataka,2025-04-01
926,Nitya Randhawa,Surat,Gujarat,2023-12-13
927,Alia Choudhary,Mumbai,Maharashtra,2024-07-23
928,Piya Jain,Bengaluru,Karnataka,2026-01-17
929,Anay Hegde,Chennai,Tamil Nadu,2024-11-14
930,Hunar Tailor,Hyderabad,Telangana,2024-10-13
931,Keya Ratti,Delhi,Delhi,2024-08-04
932,Nehmat Bajwa,Chennai,Tamil Nadu,2025-07-20
933,Elakshi Atwal,Jaipur,Rajasthan,2023-12-16
934,Gokul Rajan,Ahmedabad,Gujarat,2025-12-24
935,Kashvi Mallick,Hyderabad,Telangana,2025-07-23
936,Miraan Varma,Surat,Gujarat,2024-12-29
937,Shamik Hayer,Bengaluru,Karnataka,2025-08-28
938,Samar Johal,Delhi,Delhi,2024-08-09
939,Ira Mannan,Bengaluru,Karnataka,2024-02-25
940,Manikya Sur,Surat,Gujarat,2024-06-07
941,Darshit Aggarwal,Chennai,Tamil Nadu,2023-11-25
942,Shlok Thakkar,Jaipur,Rajasthan,2026-02-28
943,Samiha Yogi,Ahmedabad,Gujarat,2026-01-19
944,Tejas Dalal,Jaipur,Rajasthan,2023-08-06
945,Ritvik Sandal,Hyderabad,Telangana,2024-12-09
946,Saanvi Bajwa,Chennai,Tamil Nadu,2024-04-05
947,Nayantara Chand,Ahmedabad,Gujarat,2025-05-17
948,Heer Mand,Pune,Maharashtra,2023-12-20
949,Aarav Khosla,Jaipur,Rajasthan,2023-06-29
950,Diya Chadha,Bengaluru,Karnataka,2023-07-06
951,Ivana Barad,Kolkata,West Bengal,2026-02-06
952,Ritvik Bhat,Hyderabad,Telangana,2024-11-09
953,Yuvraj  Lala,Hyderabad,Telangana,2025-11-20
954,Gatik Bansal,Ahmedabad,Gujarat,2024-11-24
955,Jivin Dugar,Pune,Maharashtra,2025-12-27
956,Shamik Batra,Delhi,Delhi,2025-07-01
957,Darshit Bera,Jaipur,Rajasthan,2025-10-10
958,Tushar Reddy,Mumbai,Maharashtra,2024-07-31
959,Hiran Virk,Delhi,Delhi,2025-03-11
960,Lavanya Bakshi,Hyderabad,Telangana,2023-08-22
961,Siya Gola,Hyderabad,Telangana,2024-09-23
962,Gokul Sabharwal,Surat,Gujarat,2023-10-24
963,Priyansh Barad,Ahmedabad,Gujarat,2024-06-25
964,Jayant Tak,Kolkata,West Bengal,2025-01-06
965,Taran Vig,Pune,Maharashtra,2024-05-31
966,Saksham Sama,Mumbai,Maharashtra,2024-10-02
967,Samaira Lalla,Delhi,Delhi,2026-02-11
968,Anika Sahni,Jaipur,Rajasthan,2023-06-19
969,Krish Dey,Ahmedabad,Gujarat,2025-02-13
970,Vedika Bobal,Jaipur,Rajasthan,2025-10-21
971,Manjari Balakrishnan,Chennai,Tamil Nadu,2025-06-19
972,Lakshay Handa,Surat,Gujarat,2025-01-12
973,Ojas Rattan,Pune,Maharashtra,2024-04-26
974,Aradhya Goyal,Surat,Gujarat,2024-09-27
975,Advika Ravel,Hyderabad,Telangana,2023-10-24
976,Yuvraj  Tak,Surat,Gujarat,2024-02-27
977,Trisha Lanka,Mumbai,Maharashtra,2024-04-04
978,Hunar Johal,Hyderabad,Telangana,2026-01-29
979,Nitara Ramesh,Delhi,Delhi,2026-05-06
980,Stuvan Savant,Jaipur,Rajasthan,2024-06-09
981,Mamooty Wali,Delhi,Delhi,2024-07-18
982,Veer Dar,Chennai,Tamil Nadu,2024-03-29
983,Advik Chahal,Hyderabad,Telangana,2026-04-15
984,Hansh Tella,Hyderabad,Telangana,2025-01-18
985,Arhaan Kalita,Pune,Maharashtra,2026-02-27
986,Damini Rama,Hyderabad,Telangana,2024-09-29
987,Shanaya Dada,Jaipur,Rajasthan,2023-12-25
988,Bhavin Lal,Mumbai,Maharashtra,2023-11-08
989,Aarav Hora,Chennai,Tamil Nadu,2024-06-25
990,Shray Deo,Pune,Maharashtra,2025-02-16
991,Heer Virk,Kolkata,West Bengal,2024-07-19
992,Emir Chaudhuri,Jaipur,Rajasthan,2025-11-29
993,Anika Mann,Mumbai,Maharashtra,2025-02-15
994,Hunar Tandon,Surat,Gujarat,2026-04-21
995,Kanav Sengupta,Delhi,Delhi,2025-12-14
996,Dhanuk Baria,Chennai,Tamil Nadu,2025-08-16
997,Vaibhav Balakrishnan,Bengaluru,Karnataka,2024-09-11
998,Vritika Bahri,Jaipur,Rajasthan,2024-06-20
999,Badal Barad,Delhi,Delhi,2024-11-30
1000,Abram Thakkar,Ahmedabad,Gujarat,2024-01-24
